 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03 8.92329570e-03
 8.92317250e-03 4.21577574e-02 5.33997288e-02 3.52098301e-02 -3.74969339e-04 -2.98068050e-02 -3.36094571e-02 -9.26652617e-03 2.71133609e-02 5.14562484e-02 4.76535176e-02 1.82215823e-02 -1.73633191e-02 -3.55533032e-02 -2.43113846e-02 8.92317250e-03
 8.92312775e-03 1.34320763e-01 1.76737908e-01 1.08105472e-01 -2.61597945e-02 -1.37209328e-01 -1.51557297e-01 -5.97090355e-02 7.75559572e-02 1.69404159e-01 1.55056080e-01 4.40064089e-02 -9.02589981e-02 -1.58891550e-01 -1.16474475e-01 8.92312775e-03
 8.92310905e-03 2.72314716e-01 3.61409857e-01 2.17250787e-01 -6.47668462e-02 -2.98021004e-01 -3.28158307e-01 -1.35235658e-01 1.53082616e-01 3.46005196e-01 3.15867770e-01 8.26134569e-02 -1.99404333e-01 -3.43563533e-01 -2.54468468e-01 8.92310905e-03
 8.92310850e-03 4.36824449e-01 5.81566839e-01 3.47368581e-01 -1.10792261e-01 -4.89732856e-01 -5.38693454e-01 -2.25274846e-01 2.43121805e-01 5.56540343e-01 5.07579619e-01 1.28638865e-01 -3.29522136e-01 -5.63720523e-01 -4.18978208e-01 8.92310850e-03
 8.92312237e-03 6.01586899e-01 8.02062022e-01 4.77686275e-01 -1.56888341e-01 -6.81739162e-01 -7.49551982e-01 -3.15452343e-01 3.33299276e-01 7.67398848e-01 6.99585909e-01 1.74734939e-01 -4.59839826e-01 -7.84215693e-01 -5.83740638e-01 8.92312237e-03
 8.92314742e-03 7.33224570e-01 9.78227598e-01 5.81804172e-01 -1.93716967e-01 -8.35143378e-01 -9.18018272e-01 -3.87500037e-01 4.05346921e-01 9.35865098e-01 8.52990100e-01 2.11563559e-01 -5.63957709e-01 -9.60381238e-01 -7.15378266e-01 8.92314742e-03
 8.92318038e-03 7.91176862e-01 1.05578289e+00 6.27641152e-01 -2.09930382e-01 -9.02678122e-01 -9.92183973e-01 -4.19218373e-01 4.37065192e-01 1.01003075e+00 9.20524813e-01 2.27776970e-01 -6.09794666e-01 -1.03793649e+00 -7.73330498e-01 8.92318038e-03
 8.92321790e-03 7.27664771e-01 9.70787123e-01 5.77406744e-01 -1.92161325e-01 -8.28664032e-01 -9.10902816e-01 -3.84457034e-01 4.02303778e-01 9.28749529e-01 8.46510688e-01 2.10007910e-01 -5.59560228e-01 -9.52940660e-01 -7.09818336e-01 8.92321790e-03
 8.92325695e-03 4.87670284e-01 6.49611812e-01 3.87584829e-01 -1.25017256e-01 -5.48985756e-01 -6.03764252e-01 -2.53103663e-01 2.70950330e-01 6.21610903e-01 5.66832377e-01 1.42863842e-01 -3.69738278e-01 -6.31765287e-01 -4.69823772e-01 8.92325695e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
